"time (s)","(v "/in" ?resultsDir "/nfs/ug/homes-5/l/lizongh2/cmos65nm/simulation/a6_1/spectre/schematic" ?result "tran-tran") (V)"
1.602E-8,0.2201
1.604E-8,0.2167
1.604E-8,0.2166
1.604E-8,0.2164
1.604E-8,0.2160
1.604E-8,0.2152
1.605E-8,0.2137
1.606E-8,0.2106
1.608E-8,0.2044
1.611E-8,0.1962
1.614E-8,0.1881
1.614E-8,0.1881
1.614E-8,0.1880
1.614E-8,0.1879
1.614E-8,0.1878
1.615E-8,0.1874
1.615E-8,0.1868
1.615E-8,0.1861
1.616E-8,0.1847
1.617E-8,0.1819
1.618E-8,0.1788
1.618E-8,0.1787
1.618E-8,0.1786
1.618E-8,0.1782
1.618E-8,0.1775
1.619E-8,0.1760
1.62E-8,0.1731
1.622E-8,0.1674
1.626E-8,0.1599
1.629E-8,0.1525
1.629E-8,0.1524
1.629E-8,0.1524
1.629E-8,0.1523
1.629E-8,0.1521
1.629E-8,0.1518
1.629E-8,0.1512
1.629E-8,0.1506
1.630E-8,0.1493
1.631E-8,0.1468
1.632E-8,0.1440
1.632E-8,0.1439
1.632E-8,0.1437
1.632E-8,0.1434
1.633E-8,0.1427
1.633E-8,0.1414
1.634E-8,0.1387
1.637E-8,0.1335
1.640E-8,0.1267
1.643E-8,0.1200
1.643E-8,0.1200
1.643E-8,0.1199
1.643E-8,0.1198
1.643E-8,0.1197
1.643E-8,0.1194
1.643E-8,0.1189
1.644E-8,0.1183
1.644E-8,0.1172
1.645E-8,0.1149
1.646E-8,0.1123
1.646E-8,0.1123
1.647E-8,0.1121
1.647E-8,0.1118
1.647E-8,0.1112
1.648E-8,0.1100
1.649E-8,0.1077
1.651E-8,0.1030
1.654E-8,0.09692
1.657E-8,0.09098
1.657E-8,0.09095
1.657E-8,0.09092
1.657E-8,0.09085
1.657E-8,0.09071
1.657E-8,0.09044
1.658E-8,0.09000
1.658E-8,0.08949
1.658E-8,0.08848
1.660E-8,0.08648
1.661E-8,0.08424
1.661E-8,0.08417
1.661E-8,0.08404
1.661E-8,0.08378
1.661E-8,0.08325
1.662E-8,0.08221
1.663E-8,0.08015
1.665E-8,0.07609
1.668E-8,0.07079
1.671E-8,0.06567
1.671E-8,0.06564
1.671E-8,0.06561
1.671E-8,0.06556
1.672E-8,0.06544
1.672E-8,0.06521
1.672E-8,0.06483
1.672E-8,0.06439
1.673E-8,0.06353
1.674E-8,0.06181
1.675E-8,0.05989
1.675E-8,0.05983
1.675E-8,0.05972
1.675E-8,0.05950
1.676E-8,0.05905
1.676E-8,0.05817
1.677E-8,0.05641
1.68E-8,0.05298
1.683E-8,0.04853
1.686E-8,0.04426
1.686E-8,0.04424
1.686E-8,0.04421
1.686E-8,0.04416
1.686E-8,0.04407
1.686E-8,0.04387
1.686E-8,0.04356
1.686E-8,0.04320
1.687E-8,0.04248
1.688E-8,0.04107
1.689E-8,0.03949
1.689E-8,0.03944
1.689E-8,0.03935
1.69E-8,0.03917
1.69E-8,0.03880
1.69E-8,0.03808
1.692E-8,0.03665
1.694E-8,0.03387
1.697E-8,0.03030
1.7E-8,0.02692
1.7E-8,0.02690
1.7E-8,0.02688
1.7E-8,0.02684
1.7E-8,0.02677
1.7E-8,0.02661
1.701E-8,0.02637
1.701E-8,0.02609
1.701E-8,0.02553
1.702E-8,0.02442
1.704E-8,0.02320
1.704E-8,0.02317
1.704E-8,0.02310
1.704E-8,0.02295
1.704E-8,0.02267
1.705E-8,0.02211
1.706E-8,0.02102
1.708E-8,0.01891
1.711E-8,0.01625
1.714E-8,0.01379
1.714E-8,0.01378
1.714E-8,0.01376
1.714E-8,0.01373
1.714E-8,0.01368
1.715E-8,0.01357
1.715E-8,0.01339
1.715E-8,0.01319
1.716E-8,0.01279
1.717E-8,0.01201
1.718E-8,0.01115
1.718E-8,0.01113
1.718E-8,0.01108
1.718E-8,0.01098
1.718E-8,0.01079
1.719E-8,0.01040
1.72E-8,9.65E-3
1.722E-8,8.232E-3
1.726E-8,6.504E-3
1.729E-8,4.978E-3
1.729E-8,4.969E-3
1.729E-8,4.961E-3
1.729E-8,4.945E-3
1.729E-8,4.912E-3
1.729E-8,4.846E-3
1.729E-8,4.74E-3
1.729E-8,4.62E-3
1.73E-8,4.383E-3
1.731E-8,3.929E-3
1.732E-8,3.444E-3
1.732E-8,3.431E-3
1.732E-8,3.403E-3
1.732E-8,3.349E-3
1.733E-8,3.241E-3
1.733E-8,3.030E-3
1.734E-8,2.63E-3
1.737E-8,1.915E-3
1.74E-8,1.132E-3
1.743E-8,5.538E-4
1.743E-8,5.51E-4
1.743E-8,5.483E-4
1.743E-8,5.428E-4
1.743E-8,5.319E-4
1.743E-8,5.104E-4
1.743E-8,4.764E-4
1.744E-8,4.387E-4
1.744E-8,3.679E-4
1.745E-8,2.449E-4
1.746E-8,1.357E-4
1.747E-8,1.33E-4
1.747E-8,1.276E-4
1.747E-8,1.172E-4
1.747E-8,9.771E-5
1.748E-8,6.403E-5
1.749E-8,1.795E-5
1.751E-8,1.086E-5
1.754E-8,1.8E-4
1.757E-8,5.538E-4
1.757E-8,5.566E-4
1.757E-8,5.594E-4
1.757E-8,5.649E-4
1.757E-8,5.762E-4
1.757E-8,5.99E-4
1.758E-8,6.459E-4
1.758E-8,7.452E-4
1.759E-8,9.648E-4
1.761E-8,1.254E-3
1.761E-8,1.262E-3
1.761E-8,1.279E-3
1.761E-8,1.313E-3
1.761E-8,1.382E-3
1.762E-8,1.526E-3
1.763E-8,1.834E-3
1.765E-8,2.535E-3
1.768E-8,3.654E-3
1.771E-8,4.978E-3
1.771E-8,4.986E-3
1.771E-8,4.994E-3
1.771E-8,5.011E-3
1.772E-8,5.044E-3
1.772E-8,5.111E-3
1.772E-8,5.221E-3
1.772E-8,5.349E-3
1.773E-8,5.609E-3
1.774E-8,6.149E-3
1.775E-8,6.791E-3
1.775E-8,6.810E-3
1.775E-8,6.849E-3
1.775E-8,6.927E-3
1.776E-8,7.084E-3
1.776E-8,7.403E-3
1.777E-8,8.063E-3
1.78E-8,9.466E-3
1.783E-8,0.01153
1.786E-8,0.01379
1.786E-8,0.01380
1.786E-8,0.01382
1.786E-8,0.01384
1.786E-8,0.01390
1.786E-8,0.01401
1.786E-8,0.01419
1.786E-8,0.01440
1.787E-8,0.01482
1.788E-8,0.01569
1.789E-8,0.01670
1.789E-8,0.01673
1.789E-8,0.01679
1.79E-8,0.01691
1.79E-8,0.01716
1.79E-8,0.01765
1.792E-8,0.01866
1.794E-8,0.02075
1.797E-8,0.02374
1.8E-8,0.02692
1.8E-8,0.02694
1.8E-8,0.02696
1.8E-8,0.02700
1.8E-8,0.02707
1.8E-8,0.02722
1.801E-8,0.02747
1.801E-8,0.02776
1.801E-8,0.02835
1.802E-8,0.02953
1.804E-8,0.03090
1.804E-8,0.03095
1.804E-8,0.03103
1.804E-8,0.03119
1.804E-8,0.03152
1.805E-8,0.03218
1.806E-8,0.03353
1.808E-8,0.03630
1.811E-8,0.04018
1.814E-8,0.04426
1.814E-8,0.04428
1.814E-8,0.04431
1.814E-8,0.04436
1.814E-8,0.04445
1.815E-8,0.04465
1.815E-8,0.04497
1.815E-8,0.04533
1.816E-8,0.04607
1.817E-8,0.04757
1.818E-8,0.04929
1.818E-8,0.04934
1.818E-8,0.04944
1.818E-8,0.04965
1.818E-8,0.05006
1.819E-8,0.05088
1.82E-8,0.05256
1.822E-8,0.05598
1.826E-8,0.06073
1.829E-8,0.06567
1.829E-8,0.06570
1.829E-8,0.06573
1.829E-8,0.06579
1.829E-8,0.06591
1.829E-8,0.06614
1.829E-8,0.06652
1.829E-8,0.06697
1.83E-8,0.06785
1.831E-8,0.06965
1.832E-8,0.07170
1.832E-8,0.07176
1.832E-8,0.07189
1.832E-8,0.07213
1.833E-8,0.07262
1.833E-8,0.07360
1.834E-8,0.07559
1.837E-8,0.07963
1.84E-8,0.08522
1.843E-8,0.09098
1.843E-8,0.09102
1.843E-8,0.09105
1.843E-8,0.09112
1.843E-8,0.09126
1.843E-8,0.09153
1.843E-8,0.09197
1.844E-8,0.09249
1.844E-8,0.09352
1.845E-8,0.09559
1.846E-8,0.09797
1.847E-8,0.09804
1.847E-8,0.09818
1.847E-8,0.09846
1.847E-8,0.09903
1.848E-8,0.1002
1.849E-8,0.1024
1.851E-8,0.1071
1.854E-8,0.1135
1.857E-8,0.1200
1.857E-8,0.1200
1.857E-8,0.1201
1.857E-8,0.1201
1.857E-8,0.1203
1.857E-8,0.1206
1.858E-8,0.1211
1.858E-8,0.1217
1.858E-8,0.1229
1.86E-8,0.1252
1.861E-8,0.1279
1.861E-8,0.1280
1.861E-8,0.1281
1.861E-8,0.1284
1.861E-8,0.1291
1.862E-8,0.1303
1.863E-8,0.1329
1.865E-8,0.1381
1.868E-8,0.1452
1.871E-8,0.1525
1.871E-8,0.1525
1.871E-8,0.1525
1.871E-8,0.1526
1.872E-8,0.1528
1.872E-8,0.1531
1.872E-8,0.1537
1.872E-8,0.1543
1.873E-8,0.1556
1.874E-8,0.1582
1.875E-8,0.1612
1.875E-8,0.1613
1.875E-8,0.1614
1.875E-8,0.1618
1.876E-8,0.1625
1.876E-8,0.1639
1.877E-8,0.1667
1.880E-8,0.1724
1.883E-8,0.1802
1.886E-8,0.1881
1.886E-8,0.1882
1.886E-8,0.1882
1.886E-8,0.1883
1.886E-8,0.1885
1.886E-8,0.1889
1.886E-8,0.1895
1.886E-8,0.1902
1.887E-8,0.1916
1.888E-8,0.1944
1.889E-8,0.1976
1.889E-8,0.1977
1.889E-8,0.1979
1.890E-8,0.1983
1.890E-8,0.1990
1.890E-8,0.2006
1.892E-8,0.2036
1.894E-8,0.2098
1.897E-8,0.2182
1.900E-8,0.2267
1.900E-8,0.2268
1.900E-8,0.2268
1.900E-8,0.2269
1.900E-8,0.2271
1.900E-8,0.2275
1.901E-8,0.2282
1.901E-8,0.2289
1.901E-8,0.2304
1.902E-8,0.2334
1.904E-8,0.2369
1.904E-8,0.2370
1.904E-8,0.2372
1.904E-8,0.2376
1.904E-8,0.2384
1.905E-8,0.2400
1.906E-8,0.2433
1.908E-8,0.2499
1.911E-8,0.2588
1.914E-8,0.2679
1.914E-8,0.2680
1.914E-8,0.2680
1.914E-8,0.2681
1.914E-8,0.2683
1.915E-8,0.2688
1.915E-8,0.2694
1.915E-8,0.2702
1.916E-8,0.2718
1.917E-8,0.2750
1.918E-8,0.2787
1.918E-8,0.2788
1.918E-8,0.2790
1.918E-8,0.2794
1.918E-8,0.2803
1.919E-8,0.2820
1.92E-8,0.2855
1.922E-8,0.2924
1.926E-8,0.3018
1.929E-8,0.3114
1.929E-8,0.3114
1.929E-8,0.3115
1.929E-8,0.3116
1.929E-8,0.3118
1.929E-8,0.3123
1.929E-8,0.3130
1.929E-8,0.3138
1.93E-8,0.3155
1.931E-8,0.3188
1.932E-8,0.3227
1.932E-8,0.3228
1.932E-8,0.3230
1.932E-8,0.3234
1.933E-8,0.3243
1.933E-8,0.3261
1.934E-8,0.3298
1.937E-8,0.3370
1.94E-8,0.3468
1.943E-8,0.3567
1.943E-8,0.3568
1.943E-8,0.3569
1.943E-8,0.3570
1.943E-8,0.3572
1.943E-8,0.3577
1.943E-8,0.3584
1.944E-8,0.3593
1.944E-8,0.3610
1.945E-8,0.3645
1.946E-8,0.3685
1.947E-8,0.3686
1.947E-8,0.3688
1.947E-8,0.3693
1.947E-8,0.3702
1.948E-8,0.3721
1.949E-8,0.3758
1.951E-8,0.3833
1.954E-8,0.3935
1.957E-8,0.4037
1.957E-8,0.4037
1.957E-8,0.4038
1.957E-8,0.4039
1.957E-8,0.4042
1.957E-8,0.4046
1.958E-8,0.4054
1.958E-8,0.4063
1.958E-8,0.4081
1.96E-8,0.4117
1.961E-8,0.4157
1.961E-8,0.4159
1.961E-8,0.4161
1.961E-8,0.4166
1.961E-8,0.4175
1.962E-8,0.4194
1.963E-8,0.4233
1.965E-8,0.4310
1.968E-8,0.4414
1.971E-8,0.4518
1.971E-8,0.4519
1.971E-8,0.4519
1.971E-8,0.4520
1.972E-8,0.4523
1.972E-8,0.4528
1.972E-8,0.4536
1.972E-8,0.4545
1.973E-8,0.4563
1.974E-8,0.4599
1.975E-8,0.4641
1.975E-8,0.4642
1.975E-8,0.4644
1.975E-8,0.4649
1.976E-8,0.4659
1.976E-8,0.4679
1.977E-8,0.4718
1.98E-8,0.4796
1.983E-8,0.4901
1.986E-8,0.5007
1.986E-8,0.5008
1.986E-8,0.5008
1.986E-8,0.5009
1.986E-8,0.5012
1.986E-8,0.5017
1.986E-8,0.5025
1.986E-8,0.5034
1.987E-8,0.5052
1.988E-8,0.5089
1.989E-8,0.5131
1.989E-8,0.5132
1.989E-8,0.5135
1.99E-8,0.5140
1.99E-8,0.5150
1.99E-8,0.5169
1.992E-8,0.5209
1.994E-8,0.5288
1.997E-8,0.5394
2.0E-8,0.5500
2.0E-8,0.5501
2.0E-8,0.5501
2.0E-8,0.5502
2.0E-8,0.5505
2.0E-8,0.5510
2.001E-8,0.5518
2.001E-8,0.5527
2.001E-8,0.5546
2.002E-8,0.5583
2.004E-8,0.5625
2.004E-8,0.5626
2.004E-8,0.5628
2.004E-8,0.5633
2.004E-8,0.5643
2.005E-8,0.5663
2.006E-8,0.5702
2.008E-8,0.5781
2.011E-8,0.5887
2.014E-8,0.5993
2.014E-8,0.5994
2.014E-8,0.5994
2.014E-8,0.5995
2.014E-8,0.5998
2.015E-8,0.6003
2.015E-8,0.6011
2.015E-8,0.6020
2.016E-8,0.6038
2.017E-8,0.6075
2.018E-8,0.6117
2.018E-8,0.6118
2.018E-8,0.6121
2.018E-8,0.6126
2.018E-8,0.6135
2.019E-8,0.6155
2.02E-8,0.6194
2.022E-8,0.6273
2.026E-8,0.6377
2.029E-8,0.6482
2.029E-8,0.6483
2.029E-8,0.6483
2.029E-8,0.6484
2.029E-8,0.6487
2.029E-8,0.6492
2.029E-8,0.6500
2.029E-8,0.6509
2.030E-8,0.6527
2.031E-8,0.6563
2.032E-8,0.6604
2.032E-8,0.6606
2.032E-8,0.6608
2.032E-8,0.6613
2.033E-8,0.6623
2.033E-8,0.6642
2.034E-8,0.6681
2.037E-8,0.6758
2.04E-8,0.6861
2.043E-8,0.6963
2.043E-8,0.6964
2.043E-8,0.6964
2.043E-8,0.6966
2.043E-8,0.6968
2.043E-8,0.6973
2.043E-8,0.6980
2.044E-8,0.6989
2.044E-8,0.7007
2.045E-8,0.7043
2.046E-8,0.7083
2.047E-8,0.7084
2.047E-8,0.7087
2.047E-8,0.7091
2.047E-8,0.7101
2.048E-8,0.7120
2.049E-8,0.7157
2.051E-8,0.7232
2.054E-8,0.7333
2.057E-8,0.7433
2.057E-8,0.7433
2.057E-8,0.7434
2.057E-8,0.7435
2.057E-8,0.7437
2.057E-8,0.7442
2.058E-8,0.7449
2.058E-8,0.7458
2.058E-8,0.7475
2.06E-8,0.7510
2.061E-8,0.7549
2.061E-8,0.7550
2.061E-8,0.7552
2.061E-8,0.7557
2.061E-8,0.7566
2.062E-8,0.7584
2.063E-8,0.7621
2.065E-8,0.7693
2.068E-8,0.7790
2.071E-8,0.7886
2.071E-8,0.7887
2.071E-8,0.7887
2.071E-8,0.7889
2.072E-8,0.7891
2.072E-8,0.7895
2.072E-8,0.7902
2.072E-8,0.7911
2.073E-8,0.7927
2.074E-8,0.7961
2.075E-8,0.7998
2.075E-8,0.7999
2.075E-8,0.8001
2.075E-8,0.8006
2.076E-8,0.8015
2.076E-8,0.8032
2.077E-8,0.8067
2.08E-8,0.8137
2.083E-8,0.8229
2.086E-8,0.8321
2.086E-8,0.8321
2.086E-8,0.8322
2.086E-8,0.8323
2.086E-8,0.8325
2.086E-8,0.8329
2.086E-8,0.8336
2.086E-8,0.8344
2.087E-8,0.8360
2.088E-8,0.8392
2.089E-8,0.8427
2.089E-8,0.8428
2.089E-8,0.8430
2.09E-8,0.8435
2.09E-8,0.8443
2.09E-8,0.8460
2.092E-8,0.8493
2.094E-8,0.8559
2.097E-8,0.8646
2.1E-8,0.8733
2.1E-8,0.8733
2.1E-8,0.8734
2.1E-8,0.8735
2.1E-8,0.8737
2.1E-8,0.8741
2.101E-8,0.8747
2.101E-8,0.8755
2.101E-8,0.8770
2.102E-8,0.8799
2.104E-8,0.8833
2.104E-8,0.8834
2.104E-8,0.8836
2.104E-8,0.8840
2.104E-8,0.8848
2.105E-8,0.8863
2.106E-8,0.8894
2.108E-8,0.8956
2.111E-8,0.9038
2.114E-8,0.9119
2.114E-8,0.9119
2.114E-8,0.9120
2.114E-8,0.9121
2.114E-8,0.9122
2.115E-8,0.9126
2.115E-8,0.9132
2.115E-8,0.9139
2.116E-8,0.9153
2.117E-8,0.9181
2.118E-8,0.9212
2.118E-8,0.9213
2.118E-8,0.9214
2.118E-8,0.9218
2.118E-8,0.9225
2.119E-8,0.9240
2.12E-8,0.9269
2.122E-8,0.9326
2.126E-8,0.9401
2.129E-8,0.9475
2.129E-8,0.9476
2.129E-8,0.9476
2.129E-8,0.9477
2.129E-8,0.9479
2.129E-8,0.9482
2.129E-8,0.9488
2.129E-8,0.9494
2.13E-8,0.9507
2.131E-8,0.9532
2.132E-8,0.9560
2.132E-8,0.9561
2.132E-8,0.9563
2.132E-8,0.9566
2.133E-8,0.9573
2.133E-8,0.9586
2.134E-8,0.9613
2.137E-8,0.9665
2.14E-8,0.9733
2.143E-8,0.9800
2.143E-8,0.9800
2.143E-8,0.9801
2.143E-8,0.9802
2.143E-8,0.9803
2.143E-8,0.9806
2.143E-8,0.9811
2.144E-8,0.9817
2.144E-8,0.9828
2.145E-8,0.9851
2.146E-8,0.9877
2.147E-8,0.9877
2.147E-8,0.9879
2.147E-8,0.9882
2.147E-8,0.9888
2.148E-8,0.9900
2.149E-8,0.9923
2.151E-8,0.9970
2.154E-8,1.003
2.157E-8,1.009
2.157E-8,1.009
2.157E-8,1.009
2.157E-8,1.009
2.157E-8,1.009
2.157E-8,1.010
2.158E-8,1.010
2.158E-8,1.011
2.158E-8,1.012
2.16E-8,1.014
2.161E-8,1.016
2.161E-8,1.016
2.161E-8,1.016
2.161E-8,1.016
2.161E-8,1.017
2.162E-8,1.018
2.163E-8,1.020
2.165E-8,1.024
2.168E-8,1.029
2.171E-8,1.034
2.171E-8,1.034
2.171E-8,1.034
2.171E-8,1.034
2.172E-8,1.035
2.172E-8,1.035
2.172E-8,1.035
2.172E-8,1.036
2.173E-8,1.036
2.174E-8,1.038
2.175E-8,1.040
2.175E-8,1.040
2.175E-8,1.040
2.175E-8,1.041
2.176E-8,1.041
2.176E-8,1.042
2.177E-8,1.044
2.18E-8,1.047
2.183E-8,1.051
2.186E-8,1.056
2.186E-8,1.056
2.186E-8,1.056
2.186E-8,1.056
2.186E-8,1.056
2.186E-8,1.056
2.186E-8,1.056
2.186E-8,1.057
2.187E-8,1.058
2.188E-8,1.059
2.189E-8,1.061
2.189E-8,1.061
2.189E-8,1.061
2.19E-8,1.061
2.19E-8,1.061
2.19E-8,1.062
2.192E-8,1.063
2.194E-8,1.066
2.197E-8,1.070
2.2E-8,1.073
2.2E-8,1.073
2.2E-8,1.073
2.2E-8,1.073
2.2E-8,1.073
2.2E-8,1.073
2.201E-8,1.074
2.201E-8,1.074
2.201E-8,1.074
2.202E-8,1.076
2.204E-8,1.077
2.204E-8,1.077
2.204E-8,1.077
2.204E-8,1.077
2.204E-8,1.077
2.205E-8,1.078
2.206E-8,1.079
2.208E-8,1.081
2.211E-8,1.084
2.214E-8,1.086
2.214E-8,1.086
2.214E-8,1.086
2.214E-8,1.086
2.214E-8,1.086
2.215E-8,1.086
2.215E-8,1.087
2.215E-8,1.087
2.216E-8,1.087
2.217E-8,1.088
2.218E-8,1.089
2.218E-8,1.089
2.218E-8,1.089
2.218E-8,1.089
2.218E-8,1.089
2.219E-8,1.090
2.22E-8,1.090
2.222E-8,1.092
2.226E-8,1.093
2.229E-8,1.095
2.229E-8,1.095
2.229E-8,1.095
2.229E-8,1.095
2.229E-8,1.095
2.229E-8,1.095
2.229E-8,1.095
2.229E-8,1.095
2.23E-8,1.096
2.231E-8,1.096
2.232E-8,1.097
2.232E-8,1.097
2.232E-8,1.097
2.232E-8,1.097
2.233E-8,1.097
2.233E-8,1.097
2.234E-8,1.097
2.237E-8,1.098
2.24E-8,1.099
2.243E-8,1.099
2.243E-8,1.099
2.243E-8,1.099
2.243E-8,1.099
2.243E-8,1.099
2.243E-8,1.099
2.243E-8,1.100
2.244E-8,1.100
2.244E-8,1.100
2.245E-8,1.100
2.246E-8,1.100
2.247E-8,1.100
2.247E-8,1.100
2.247E-8,1.100
2.247E-8,1.100
2.248E-8,1.100
2.249E-8,1.100
2.251E-8,1.100
2.254E-8,1.100
2.257E-8,1.099
2.257E-8,1.099
2.257E-8,1.099
2.257E-8,1.099
2.257E-8,1.099
2.257E-8,1.099
2.258E-8,1.099
2.258E-8,1.099
2.259E-8,1.099
2.261E-8,1.099
2.261E-8,1.099
2.261E-8,1.099
2.261E-8,1.099
2.261E-8,1.099
2.262E-8,1.098
2.263E-8,1.098
2.265E-8,1.097
2.268E-8,1.096
2.271E-8,1.095
2.271E-8,1.095
2.271E-8,1.095
2.271E-8,1.095
2.272E-8,1.095
2.272E-8,1.095
2.272E-8,1.095
2.272E-8,1.095
2.273E-8,1.094
2.274E-8,1.094
2.275E-8,1.093
2.275E-8,1.093
2.275E-8,1.093
2.275E-8,1.093
2.276E-8,1.093
2.276E-8,1.093
2.277E-8,1.092
2.280E-8,1.091
2.283E-8,1.088
2.286E-8,1.086
2.286E-8,1.086
2.286E-8,1.086
2.286E-8,1.086
2.286E-8,1.086
2.286E-8,1.086
2.286E-8,1.086
2.286E-8,1.086
2.287E-8,1.085
2.288E-8,1.084
2.289E-8,1.083
2.289E-8,1.083
2.289E-8,1.083
2.29E-8,1.083
2.29E-8,1.083
2.29E-8,1.082
2.292E-8,1.081
2.294E-8,1.079
2.297E-8,1.076
2.300E-8,1.073
2.300E-8,1.073
2.300E-8,1.073
2.300E-8,1.073
2.300E-8,1.073
2.300E-8,1.073
2.301E-8,1.073
2.301E-8,1.072
2.301E-8,1.072
2.302E-8,1.070
2.304E-8,1.069
2.304E-8,1.069
2.304E-8,1.069
2.304E-8,1.069
2.304E-8,1.068
2.305E-8,1.068
2.306E-8,1.066
2.308E-8,1.064
2.311E-8,1.060
2.314E-8,1.056
2.314E-8,1.056
2.314E-8,1.056
2.314E-8,1.056
2.314E-8,1.056
2.315E-8,1.055
2.315E-8,1.055
2.315E-8,1.055
2.316E-8,1.054
2.317E-8,1.052
2.318E-8,1.051
2.318E-8,1.051
2.318E-8,1.051
2.318E-8,1.050
2.318E-8,1.050
2.319E-8,1.049
2.32E-8,1.047
2.322E-8,1.044
2.326E-8,1.039
2.329E-8,1.034
2.329E-8,1.034
2.329E-8,1.034
2.329E-8,1.034
2.329E-8,1.034
2.329E-8,1.034
2.329E-8,1.033
2.329E-8,1.033
2.33E-8,1.032
2.331E-8,1.030
2.332E-8,1.028
2.332E-8,1.028
2.332E-8,1.028
2.332E-8,1.028
2.333E-8,1.027
2.333E-8,1.026
2.334E-8,1.024
2.337E-8,1.020
2.34E-8,1.015
2.343E-8,1.009
2.343E-8,1.009
2.343E-8,1.009
2.343E-8,1.009
2.343E-8,1.009
2.343E-8,1.008
2.343E-8,1.008
2.344E-8,1.008
2.344E-8,1.006
2.345E-8,1.004
2.346E-8,1.002
2.347E-8,1.002
2.347E-8,1.002
2.347E-8,1.002
2.347E-8,1.001
2.348E-8,0.9998
2.349E-8,0.9976
2.351E-8,0.9929
2.354E-8,0.9865
2.357E-8,0.9800
2.357E-8,0.9800
2.357E-8,0.9799
2.357E-8,0.9799
2.357E-8,0.9797
2.357E-8,0.9794
2.358E-8,0.9789
2.358E-8,0.9783
2.358E-8,0.9771
2.36E-8,0.9748
2.361E-8,0.9721
2.361E-8,0.9720
2.361E-8,0.9719
2.361E-8,0.9716
2.361E-8,0.9709
2.362E-8,0.9697
2.363E-8,0.9671
2.365E-8,0.9619
2.368E-8,0.9548
2.371E-8,0.9475
2.371E-8,0.9475
2.371E-8,0.9475
2.371E-8,0.9474
2.372E-8,0.9472
2.372E-8,0.9469
2.372E-8,0.9463
2.372E-8,0.9457
2.373E-8,0.9444
2.374E-8,0.9418
2.375E-8,0.9388
2.375E-8,0.9387
2.375E-8,0.9386
2.375E-8,0.9382
2.376E-8,0.9375
2.376E-8,0.9361
2.377E-8,0.9333
2.38E-8,0.9276
2.383E-8,0.9198
2.386E-8,0.9119
2.386E-8,0.9118
2.386E-8,0.9118
2.386E-8,0.9117
2.386E-8,0.9115
2.386E-8,0.9111
2.386E-8,0.9105
2.386E-8,0.9098
2.387E-8,0.9084
2.388E-8,0.9056
2.389E-8,0.9024
2.389E-8,0.9023
2.389E-8,0.9021
2.39E-8,0.9017
2.39E-8,0.9010
2.39E-8,0.8994
2.392E-8,0.8964
2.394E-8,0.8902
2.397E-8,0.8818
2.4E-8,0.8733
2.4E-8,0.8732
2.4E-8,0.8732
2.4E-8,0.8731
2.4E-8,0.8729
2.4E-8,0.8725
2.401E-8,0.8718
2.401E-8,0.8711
2.401E-8,0.8696
2.402E-8,0.8666
2.404E-8,0.8631
