"time (s)","v("/out" ?result "tran-tran") (V)"
0.00000,0.00000
1.786E-13,0.00000
3.571E-13,0.00000
7.143E-13,0.00000
1.429E-12,0.00000
2.857E-12,0.00000
5.179E-12,0.2514
7.857E-12,0.5414
1.321E-11,0.5414
2.393E-11,0.5414
3.607E-11,0.5414
3.643E-11,0.5414
3.714E-11,0.5414
3.857E-11,0.5414
4.143E-11,0.5414
4.714E-11,0.5414
5.857E-11,0.5414
8.143E-11,0.5414
1.121E-10,0.5414
1.429E-10,0.5414
1.43E-10,0.5414
1.432E-10,0.5414
1.436E-10,0.5414
1.443E-10,0.5414
1.457E-10,0.5414
1.48E-10,0.5653
1.507E-10,0.5930
1.561E-10,0.5930
1.668E-10,0.5930
1.789E-10,0.5930
1.793E-10,0.5930
1.8E-10,0.5930
1.814E-10,0.5930
1.843E-10,0.5930
1.900E-10,0.5930
2.014E-10,0.5930
2.243E-10,0.5930
2.550E-10,0.5930
2.857E-10,0.5930
2.859E-10,0.5930
2.861E-10,0.5930
2.864E-10,0.5930
2.871E-10,0.5930
2.886E-10,0.5930
2.909E-10,0.6149
2.936E-10,0.6402
2.989E-10,0.6402
3.096E-10,0.6402
3.218E-10,0.6402
3.221E-10,0.6402
3.229E-10,0.6402
3.243E-10,0.6402
3.271E-10,0.6402
3.329E-10,0.6402
3.443E-10,0.6402
3.671E-10,0.6402
3.979E-10,0.6402
4.286E-10,0.6402
4.288E-10,0.6402
4.289E-10,0.6402
4.293E-10,0.6402
4.3E-10,0.6402
4.314E-10,0.6402
4.338E-10,0.6622
4.364E-10,0.6875
4.418E-10,0.6875
4.525E-10,0.6875
4.646E-10,0.6875
4.65E-10,0.6875
4.657E-10,0.6875
4.671E-10,0.6875
4.7E-10,0.6875
4.757E-10,0.6875
4.871E-10,0.6875
5.100E-10,0.6875
5.407E-10,0.6875
5.714E-10,0.6875
5.716E-10,0.6875
5.718E-10,0.6875
5.721E-10,0.6875
5.729E-10,0.6875
5.743E-10,0.6875
5.766E-10,0.7094
5.793E-10,0.7348
5.846E-10,0.7348
5.954E-10,0.7348
6.075E-10,0.7348
6.079E-10,0.7348
6.086E-10,0.7348
6.100E-10,0.7348
6.129E-10,0.7348
6.186E-10,0.7348
6.3E-10,0.7348
6.529E-10,0.7348
6.836E-10,0.7348
7.143E-10,0.7348
7.145E-10,0.7348
7.146E-10,0.7348
7.15E-10,0.7348
7.157E-10,0.7348
7.171E-10,0.7348
7.195E-10,0.7547
7.221E-10,0.7777
7.275E-10,0.7777
7.382E-10,0.7777
7.504E-10,0.7777
7.507E-10,0.7777
7.514E-10,0.7777
7.529E-10,0.7777
7.557E-10,0.7777
7.614E-10,0.7777
7.729E-10,0.7777
7.957E-10,0.7777
8.264E-10,0.7777
8.571E-10,0.7777
8.573E-10,0.7777
8.575E-10,0.7777
8.579E-10,0.7777
8.586E-10,0.7777
8.6E-10,0.7777
8.623E-10,0.7977
8.65E-10,0.8207
8.704E-10,0.8207
8.811E-10,0.8207
8.932E-10,0.8207
8.936E-10,0.8207
8.943E-10,0.8207
8.957E-10,0.8207
8.986E-10,0.8207
9.043E-10,0.8207
9.157E-10,0.8207
9.386E-10,0.8207
9.693E-10,0.8207
1.0E-9,0.8207
1.0E-9,0.8207
1.0E-9,0.8207
1.001E-9,0.8207
1.001E-9,0.8207
1.003E-9,0.8207
1.005E-9,0.8407
1.008E-9,0.8637
1.013E-9,0.8637
1.024E-9,0.8637
1.036E-9,0.8637
1.036E-9,0.8637
1.037E-9,0.8637
1.039E-9,0.8637
1.041E-9,0.8637
1.047E-9,0.8637
1.059E-9,0.8637
1.081E-9,0.8637
1.112E-9,0.8637
1.143E-9,0.8637
1.143E-9,0.8637
1.143E-9,0.8637
1.144E-9,0.8637
1.144E-9,0.8637
1.146E-9,0.8637
1.148E-9,0.8816
1.151E-9,0.9023
1.156E-9,0.9023
1.167E-9,0.9023
1.179E-9,0.9023
1.179E-9,0.9023
1.18E-9,0.9023
1.181E-9,0.9023
1.184E-9,0.9023
1.19E-9,0.9023
1.201E-9,0.9023
1.224E-9,0.9023
1.255E-9,0.9023
1.286E-9,0.9023
1.286E-9,0.9023
1.286E-9,0.9023
1.286E-9,0.9023
1.287E-9,0.9023
1.289E-9,0.9023
1.291E-9,0.9183
1.294E-9,0.9367
1.299E-9,0.9367
1.31E-9,0.9367
1.322E-9,0.9367
1.322E-9,0.9367
1.323E-9,0.9367
1.324E-9,0.9367
1.327E-9,0.9367
1.333E-9,0.9367
1.344E-9,0.9367
1.367E-9,0.9367
1.398E-9,0.9367
1.429E-9,0.9367
1.429E-9,0.9367
1.429E-9,0.9367
1.429E-9,0.9367
1.43E-9,0.9367
1.431E-9,0.9367
1.434E-9,0.9507
1.436E-9,0.9668
1.442E-9,0.9668
1.452E-9,0.9668
1.465E-9,0.9668
1.465E-9,0.9668
1.466E-9,0.9668
1.467E-9,0.9668
1.47E-9,0.9668
1.476E-9,0.9668
1.487E-9,0.9668
1.51E-9,0.9668
1.541E-9,0.9668
1.571E-9,0.9668
1.572E-9,0.9668
1.572E-9,0.9668
1.572E-9,0.9668
1.573E-9,0.9668
1.574E-9,0.9668
1.577E-9,0.9808
1.579E-9,0.9969
1.585E-9,0.9969
1.595E-9,0.9969
1.608E-9,0.9969
1.608E-9,0.9969
1.609E-9,0.9969
1.61E-9,0.9969
1.613E-9,0.9969
1.619E-9,0.9969
1.630E-9,0.9969
1.653E-9,0.9969
1.684E-9,0.9969
1.714E-9,0.9969
1.714E-9,0.9969
1.715E-9,0.9969
1.715E-9,0.9969
1.716E-9,0.9969
1.717E-9,0.9969
1.719E-9,1.009
1.722E-9,1.023
1.727E-9,1.023
1.738E-9,1.023
1.75E-9,1.023
1.751E-9,1.023
1.751E-9,1.023
1.753E-9,1.023
1.756E-9,1.023
1.761E-9,1.023
1.773E-9,1.023
1.796E-9,1.023
1.826E-9,1.023
1.857E-9,1.023
1.857E-9,1.023
1.857E-9,1.023
1.858E-9,1.023
1.859E-9,1.023
1.86E-9,1.023
1.862E-9,1.033
1.865E-9,1.044
1.87E-9,1.044
1.881E-9,1.044
1.893E-9,1.044
1.894E-9,1.044
1.894E-9,1.044
1.896E-9,1.044
1.899E-9,1.044
1.904E-9,1.044
1.916E-9,1.044
1.939E-9,1.044
1.969E-9,1.044
2.0E-9,1.044
2.0E-9,1.044
2.0E-9,1.044
2.001E-9,1.044
2.001E-9,1.044
2.003E-9,1.044
2.005E-9,1.052
2.008E-9,1.061
2.013E-9,1.061
2.024E-9,1.061
2.036E-9,1.061
2.036E-9,1.061
2.037E-9,1.061
2.039E-9,1.061
2.041E-9,1.061
2.047E-9,1.061
2.059E-9,1.061
2.081E-9,1.061
2.112E-9,1.061
2.143E-9,1.061
2.143E-9,1.061
2.143E-9,1.061
2.144E-9,1.061
2.144E-9,1.061
2.146E-9,1.061
2.148E-9,1.067
2.151E-9,1.074
2.156E-9,1.074
2.167E-9,1.074
2.179E-9,1.074
2.179E-9,1.074
2.18E-9,1.074
2.181E-9,1.074
2.184E-9,1.074
2.19E-9,1.074
2.201E-9,1.074
2.224E-9,1.074
2.255E-9,1.074
2.286E-9,1.074
2.286E-9,1.074
2.286E-9,1.074
2.286E-9,1.074
2.287E-9,1.074
2.289E-9,1.074
2.291E-9,1.078
2.294E-9,1.083
2.299E-9,1.083
2.31E-9,1.083
2.322E-9,1.083
2.322E-9,1.083
2.323E-9,1.083
2.324E-9,1.083
2.327E-9,1.083
2.333E-9,1.083
2.344E-9,1.083
2.367E-9,1.083
2.398E-9,1.083
2.429E-9,1.083
2.429E-9,1.083
2.429E-9,1.083
2.429E-9,1.083
2.43E-9,1.083
2.431E-9,1.083
2.434E-9,1.085
2.436E-9,1.087
2.442E-9,1.087
2.452E-9,1.087
2.465E-9,1.087
2.465E-9,1.087
2.466E-9,1.087
2.467E-9,1.087
2.47E-9,1.087
2.476E-9,1.087
2.487E-9,1.087
2.510E-9,1.087
2.541E-9,1.087
2.571E-9,1.087
2.572E-9,1.087
2.572E-9,1.087
2.572E-9,1.087
2.573E-9,1.087
2.574E-9,1.087
2.577E-9,1.087
2.583E-9,1.087
2.594E-9,1.087
2.608E-9,1.087
2.608E-9,1.087
2.609E-9,1.087
2.61E-9,1.087
2.613E-9,1.087
2.619E-9,1.087
2.63E-9,1.087
2.653E-9,1.087
2.684E-9,1.087
2.714E-9,1.087
2.714E-9,1.087
2.715E-9,1.087
2.715E-9,1.087
2.716E-9,1.087
2.717E-9,1.087
2.719E-9,1.085
2.722E-9,1.083
2.727E-9,1.083
2.738E-9,1.083
2.75E-9,1.083
2.751E-9,1.083
2.751E-9,1.083
2.753E-9,1.083
2.756E-9,1.083
2.761E-9,1.083
2.773E-9,1.083
2.796E-9,1.083
2.826E-9,1.083
2.857E-9,1.083
2.857E-9,1.083
2.858E-9,1.083
2.858E-9,1.083
2.859E-9,1.083
2.86E-9,1.083
2.862E-9,1.079
2.865E-9,1.074
2.87E-9,1.074
2.881E-9,1.074
2.893E-9,1.074
2.894E-9,1.074
2.894E-9,1.074
2.896E-9,1.074
2.899E-9,1.074
2.904E-9,1.074
2.916E-9,1.074
2.939E-9,1.074
2.969E-9,1.074
3.0E-9,1.074
3.0E-9,1.074
3.0E-9,1.074
3.001E-9,1.074
3.001E-9,1.074
3.003E-9,1.074
3.005E-9,1.068
3.008E-9,1.061
3.013E-9,1.061
3.024E-9,1.061
3.036E-9,1.061
3.036E-9,1.061
3.037E-9,1.061
3.039E-9,1.061
3.041E-9,1.061
3.047E-9,1.061
3.059E-9,1.061
3.081E-9,1.061
3.112E-9,1.061
3.143E-9,1.061
3.143E-9,1.061
3.143E-9,1.061
3.144E-9,1.061
3.144E-9,1.061
3.146E-9,1.061
3.148E-9,1.053
3.151E-9,1.044
3.156E-9,1.044
3.167E-9,1.044
3.179E-9,1.044
3.179E-9,1.044
3.18E-9,1.044
3.181E-9,1.044
3.184E-9,1.044
3.19E-9,1.044
3.201E-9,1.044
3.224E-9,1.044
3.255E-9,1.044
3.286E-9,1.044
3.286E-9,1.044
3.286E-9,1.044
3.286E-9,1.044
3.287E-9,1.044
3.289E-9,1.044
3.291E-9,1.034
3.294E-9,1.023
3.299E-9,1.023
3.31E-9,1.023
3.322E-9,1.023
3.322E-9,1.023
3.323E-9,1.023
3.324E-9,1.023
3.327E-9,1.023
3.333E-9,1.023
3.344E-9,1.023
3.367E-9,1.023
3.398E-9,1.023
3.429E-9,1.023
3.429E-9,1.023
3.429E-9,1.023
3.429E-9,1.023
3.43E-9,1.023
3.431E-9,1.023
3.434E-9,1.011
3.436E-9,0.9969
3.442E-9,0.9969
3.452E-9,0.9969
3.465E-9,0.9969
3.465E-9,0.9969
3.466E-9,0.9969
3.467E-9,0.9969
3.47E-9,0.9969
3.476E-9,0.9969
3.487E-9,0.9969
3.510E-9,0.9969
3.541E-9,0.9969
3.571E-9,0.9969
3.572E-9,0.9969
3.572E-9,0.9969
3.572E-9,0.9969
3.573E-9,0.9969
3.574E-9,0.9969
3.577E-9,0.9829
3.579E-9,0.9668
3.585E-9,0.9668
3.595E-9,0.9668
3.608E-9,0.9668
3.608E-9,0.9668
3.609E-9,0.9668
3.61E-9,0.9668
3.613E-9,0.9668
3.619E-9,0.9668
3.63E-9,0.9668
3.653E-9,0.9668
3.684E-9,0.9668
3.714E-9,0.9668
3.714E-9,0.9668
3.715E-9,0.9668
3.715E-9,0.9668
3.716E-9,0.9668
3.717E-9,0.9668
3.719E-9,0.9528
3.722E-9,0.9367
3.727E-9,0.9367
3.738E-9,0.9367
3.75E-9,0.9367
3.751E-9,0.9367
3.751E-9,0.9367
3.753E-9,0.9367
3.756E-9,0.9367
3.761E-9,0.9367
3.773E-9,0.9367
3.796E-9,0.9367
3.826E-9,0.9367
3.857E-9,0.9367
3.857E-9,0.9367
3.858E-9,0.9367
3.858E-9,0.9367
3.859E-9,0.9367
3.86E-9,0.9367
3.862E-9,0.9208
3.865E-9,0.9023
3.87E-9,0.9023
3.881E-9,0.9023
3.893E-9,0.9023
3.894E-9,0.9023
3.894E-9,0.9023
3.896E-9,0.9023
3.899E-9,0.9023
3.904E-9,0.9023
3.916E-9,0.9023
3.939E-9,0.9023
3.969E-9,0.9023
4.0E-9,0.9023
4.0E-9,0.9023
4.0E-9,0.9023
4.001E-9,0.9023
4.001E-9,0.9023
4.003E-9,0.9023
4.005E-9,0.8844
4.008E-9,0.8637
4.013E-9,0.8637
4.024E-9,0.8637
4.036E-9,0.8637
4.036E-9,0.8637
4.037E-9,0.8637
4.039E-9,0.8637
4.041E-9,0.8637
4.047E-9,0.8637
4.059E-9,0.8637
4.081E-9,0.8637
4.112E-9,0.8637
4.143E-9,0.8637
4.143E-9,0.8637
4.143E-9,0.8637
4.144E-9,0.8637
4.144E-9,0.8637
4.146E-9,0.8637
4.148E-9,0.8437
4.151E-9,0.8207
4.156E-9,0.8207
4.167E-9,0.8207
4.179E-9,0.8207
4.179E-9,0.8207
4.18E-9,0.8207
4.181E-9,0.8207
4.184E-9,0.8207
4.19E-9,0.8207
4.201E-9,0.8207
4.224E-9,0.8207
4.255E-9,0.8207
4.286E-9,0.8207
4.286E-9,0.8207
4.286E-9,0.8207
4.286E-9,0.8207
4.287E-9,0.8207
4.289E-9,0.8207
4.291E-9,0.8008
4.294E-9,0.7777
4.299E-9,0.7777
4.310E-9,0.7777
4.322E-9,0.7777
4.322E-9,0.7777
4.323E-9,0.7777
4.324E-9,0.7777
4.327E-9,0.7777
4.333E-9,0.7777
4.344E-9,0.7777
4.367E-9,0.7777
4.398E-9,0.7777
4.429E-9,0.7777
4.429E-9,0.7777
4.429E-9,0.7777
4.429E-9,0.7777
4.43E-9,0.7777
4.431E-9,0.7777
4.434E-9,0.7578
4.436E-9,0.7348
4.442E-9,0.7348
4.452E-9,0.7348
4.465E-9,0.7348
4.465E-9,0.7348
4.466E-9,0.7348
4.467E-9,0.7348
4.47E-9,0.7348
4.476E-9,0.7348
4.487E-9,0.7348
4.51E-9,0.7348
4.541E-9,0.7348
4.571E-9,0.7348
4.572E-9,0.7348
4.572E-9,0.7348
4.572E-9,0.7348
4.573E-9,0.7348
4.574E-9,0.7348
4.577E-9,0.7128
4.579E-9,0.6875
4.585E-9,0.6875
4.595E-9,0.6875
4.608E-9,0.6875
4.608E-9,0.6875
4.609E-9,0.6875
4.61E-9,0.6875
4.613E-9,0.6875
4.619E-9,0.6875
4.63E-9,0.6875
4.653E-9,0.6875
4.684E-9,0.6875
4.714E-9,0.6875
4.714E-9,0.6875
4.715E-9,0.6875
4.715E-9,0.6875
4.716E-9,0.6875
4.717E-9,0.6875
4.719E-9,0.6656
4.722E-9,0.6402
4.727E-9,0.6402
4.738E-9,0.6402
4.75E-9,0.6402
4.751E-9,0.6402
4.751E-9,0.6402
4.753E-9,0.6402
4.756E-9,0.6402
4.761E-9,0.6402
4.773E-9,0.6402
4.796E-9,0.6402
4.826E-9,0.6402
4.857E-9,0.6402
4.857E-9,0.6402
4.858E-9,0.6402
4.858E-9,0.6402
4.859E-9,0.6402
4.86E-9,0.6402
4.862E-9,0.6183
4.865E-9,0.5930
4.87E-9,0.5930
4.881E-9,0.5930
4.893E-9,0.5930
4.894E-9,0.5930
4.894E-9,0.5930
4.896E-9,0.5930
4.899E-9,0.5930
4.904E-9,0.5930
4.916E-9,0.5930
4.939E-9,0.5930
4.969E-9,0.5930
5.0E-9,0.5930
5.0E-9,0.5930
5.0E-9,0.5930
5.001E-9,0.5930
5.001E-9,0.5930
5.003E-9,0.5930
5.005E-9,0.5690
5.008E-9,0.5414
5.013E-9,0.5414
5.024E-9,0.5414
5.036E-9,0.5414
5.036E-9,0.5414
5.037E-9,0.5414
5.039E-9,0.5414
5.041E-9,0.5414
5.047E-9,0.5414
5.059E-9,0.5414
5.081E-9,0.5414
5.112E-9,0.5414
5.143E-9,0.5414
5.143E-9,0.5414
5.143E-9,0.5414
5.144E-9,0.5414
5.144E-9,0.5414
5.146E-9,0.5414
5.148E-9,0.5195
5.151E-9,0.4941
5.156E-9,0.4941
5.167E-9,0.4941
5.179E-9,0.4941
5.179E-9,0.4941
5.18E-9,0.4941
5.181E-9,0.4941
5.184E-9,0.4941
5.19E-9,0.4941
5.201E-9,0.4941
5.224E-9,0.4941
5.255E-9,0.4941
5.286E-9,0.4941
5.286E-9,0.4941
5.286E-9,0.4941
5.286E-9,0.4941
5.287E-9,0.4941
5.289E-9,0.4941
5.291E-9,0.4722
5.294E-9,0.4469
5.299E-9,0.4469
5.310E-9,0.4469
5.322E-9,0.4469
5.322E-9,0.4469
5.323E-9,0.4469
5.324E-9,0.4469
5.327E-9,0.4469
5.333E-9,0.4469
5.344E-9,0.4469
5.367E-9,0.4469
5.398E-9,0.4469
5.429E-9,0.4469
5.429E-9,0.4469
5.429E-9,0.4469
5.429E-9,0.4469
5.43E-9,0.4469
5.431E-9,0.4469
5.434E-9,0.4249
5.436E-9,0.3996
5.442E-9,0.3996
5.452E-9,0.3996
5.465E-9,0.3996
5.465E-9,0.3996
5.466E-9,0.3996
5.467E-9,0.3996
5.47E-9,0.3996
5.476E-9,0.3996
5.487E-9,0.3996
5.51E-9,0.3996
5.541E-9,0.3996
5.571E-9,0.3996
5.572E-9,0.3996
5.572E-9,0.3996
5.572E-9,0.3996
5.573E-9,0.3996
5.574E-9,0.3996
5.577E-9,0.3777
5.579E-9,0.3523
5.585E-9,0.3523
5.595E-9,0.3523
5.608E-9,0.3523
5.608E-9,0.3523
5.609E-9,0.3523
5.61E-9,0.3523
5.613E-9,0.3523
5.619E-9,0.3523
5.63E-9,0.3523
5.653E-9,0.3523
5.684E-9,0.3523
5.714E-9,0.3523
5.714E-9,0.3523
5.715E-9,0.3523
5.715E-9,0.3523
5.716E-9,0.3523
5.717E-9,0.3523
5.719E-9,0.3304
5.722E-9,0.3051
5.727E-9,0.3051
5.738E-9,0.3051
5.75E-9,0.3051
5.751E-9,0.3051
5.751E-9,0.3051
5.753E-9,0.3051
5.756E-9,0.3051
5.761E-9,0.3051
5.773E-9,0.3051
5.796E-9,0.3051
5.826E-9,0.3051
5.857E-9,0.3051
5.857E-9,0.3051
5.858E-9,0.3051
5.858E-9,0.3051
5.859E-9,0.3051
5.86E-9,0.3051
5.862E-9,0.2851
5.865E-9,0.2621
5.87E-9,0.2621
5.881E-9,0.2621
5.893E-9,0.2621
5.894E-9,0.2621
5.894E-9,0.2621
5.896E-9,0.2621
5.899E-9,0.2621
5.904E-9,0.2621
5.916E-9,0.2621
5.939E-9,0.2621
5.969E-9,0.2621
6.0E-9,0.2621
6.0E-9,0.2621
6.0E-9,0.2621
6.001E-9,0.2621
6.001E-9,0.2621
6.003E-9,0.2621
6.005E-9,0.2442
6.008E-9,0.2234
6.013E-9,0.2234
6.024E-9,0.2234
6.036E-9,0.2234
6.036E-9,0.2234
6.037E-9,0.2234
6.039E-9,0.2234
6.041E-9,0.2234
6.047E-9,0.2234
6.059E-9,0.2234
6.081E-9,0.2234
6.112E-9,0.2234
6.143E-9,0.2234
6.143E-9,0.2234
6.143E-9,0.2234
6.144E-9,0.2234
6.144E-9,0.2234
6.146E-9,0.2234
6.148E-9,0.2055
6.151E-9,0.1848
6.156E-9,0.1848
6.167E-9,0.1848
6.179E-9,0.1848
6.179E-9,0.1848
6.18E-9,0.1848
6.181E-9,0.1848
6.184E-9,0.1848
6.19E-9,0.1848
6.201E-9,0.1848
6.224E-9,0.1848
6.255E-9,0.1848
6.286E-9,0.1848
6.286E-9,0.1848
6.286E-9,0.1848
6.286E-9,0.1848
6.287E-9,0.1848
6.289E-9,0.1848
6.291E-9,0.1688
6.294E-9,0.1504
6.299E-9,0.1504
6.310E-9,0.1504
6.322E-9,0.1504
6.322E-9,0.1504
6.323E-9,0.1504
6.324E-9,0.1504
6.327E-9,0.1504
6.333E-9,0.1504
6.344E-9,0.1504
6.367E-9,0.1504
6.398E-9,0.1504
6.429E-9,0.1504
6.429E-9,0.1504
6.429E-9,0.1504
6.429E-9,0.1504
6.43E-9,0.1504
6.431E-9,0.1504
6.434E-9,0.1344
6.436E-9,0.1160
6.442E-9,0.1160
6.452E-9,0.1160
6.465E-9,0.1160
6.465E-9,0.1160
6.466E-9,0.1160
6.467E-9,0.1160
6.47E-9,0.1160
6.476E-9,0.1160
6.487E-9,0.1160
6.51E-9,0.1160
6.541E-9,0.1160
6.571E-9,0.1160
6.572E-9,0.1160
6.572E-9,0.1160
6.572E-9,0.1160
6.573E-9,0.1160
6.574E-9,0.1160
6.577E-9,0.1021
6.579E-9,0.08594
6.585E-9,0.08594
6.595E-9,0.08594
6.608E-9,0.08594
6.608E-9,0.08594
6.609E-9,0.08594
6.61E-9,0.08594
6.613E-9,0.08594
6.619E-9,0.08594
6.63E-9,0.08594
6.653E-9,0.08594
6.684E-9,0.08594
6.714E-9,0.08594
6.714E-9,0.08594
6.715E-9,0.08594
6.715E-9,0.08594
6.716E-9,0.08594
6.717E-9,0.08594
6.719E-9,0.07596
6.722E-9,0.06445
6.727E-9,0.06445
6.738E-9,0.06445
6.75E-9,0.06445
6.751E-9,0.06445
6.751E-9,0.06445
6.753E-9,0.06445
6.756E-9,0.06445
6.761E-9,0.06445
6.773E-9,0.06445
6.796E-9,0.06445
6.826E-9,0.06445
6.857E-9,0.06445
6.857E-9,0.06445
6.858E-9,0.06445
6.858E-9,0.06445
6.859E-9,0.06445
6.86E-9,0.06445
6.862E-9,0.05448
6.865E-9,0.04297
6.87E-9,0.04297
6.881E-9,0.04297
6.893E-9,0.04297
6.894E-9,0.04297
6.894E-9,0.04297
6.896E-9,0.04297
6.899E-9,0.04297
6.904E-9,0.04297
6.916E-9,0.04297
6.939E-9,0.04297
6.969E-9,0.04297
7.0E-9,0.04297
7.0E-9,0.04297
7.0E-9,0.04297
7.001E-9,0.04297
7.001E-9,0.04297
7.003E-9,0.04297
7.005E-9,0.03499
7.008E-9,0.02578
7.013E-9,0.02578
7.024E-9,0.02578
7.036E-9,0.02578
7.036E-9,0.02578
7.037E-9,0.02578
7.039E-9,0.02578
7.041E-9,0.02578
7.047E-9,0.02578
7.059E-9,0.02578
7.081E-9,0.02578
7.112E-9,0.02578
7.143E-9,0.02578
7.143E-9,0.02578
7.143E-9,0.02578
7.144E-9,0.02578
7.144E-9,0.02578
7.146E-9,0.02578
7.148E-9,0.01980
7.151E-9,0.01289
7.156E-9,0.01289
7.167E-9,0.01289
7.179E-9,0.01289
7.179E-9,0.01289
7.18E-9,0.01289
7.181E-9,0.01289
7.184E-9,0.01289
7.19E-9,0.01289
7.201E-9,0.01289
7.224E-9,0.01289
7.255E-9,0.01289
7.286E-9,0.01289
7.286E-9,0.01289
7.286E-9,0.01289
7.286E-9,0.01289
7.287E-9,0.01289
7.289E-9,0.01289
7.291E-9,8.901E-3
7.294E-9,4.297E-3
7.299E-9,4.297E-3
7.310E-9,4.297E-3
7.322E-9,4.297E-3
7.322E-9,4.297E-3
7.323E-9,4.297E-3
7.324E-9,4.297E-3
7.327E-9,4.297E-3
7.333E-9,4.297E-3
7.344E-9,4.297E-3
7.367E-9,4.297E-3
7.398E-9,4.297E-3
7.429E-9,4.297E-3
7.429E-9,4.297E-3
7.429E-9,4.297E-3
7.429E-9,4.297E-3
7.43E-9,4.297E-3
7.431E-9,4.297E-3
7.434E-9,2.302E-3
7.436E-9,0.00000
7.442E-9,0.00000
7.452E-9,0.00000
7.465E-9,0.00000
7.465E-9,0.00000
7.466E-9,0.00000
7.467E-9,0.00000
7.47E-9,0.00000
7.476E-9,0.00000
7.487E-9,0.00000
7.51E-9,0.00000
7.541E-9,0.00000
7.571E-9,0.00000
7.572E-9,0.00000
7.572E-9,0.00000
7.572E-9,0.00000
7.573E-9,0.00000
7.574E-9,0.00000
7.577E-9,0.00000
7.583E-9,0.00000
7.594E-9,0.00000
7.607E-9,0.00000
7.608E-9,0.00000
7.609E-9,0.00000
7.61E-9,0.00000
7.613E-9,0.00000
7.619E-9,0.00000
7.63E-9,0.00000
7.653E-9,0.00000
7.684E-9,0.00000
7.714E-9,0.00000
7.714E-9,0.00000
7.715E-9,0.00000
7.715E-9,0.00000
7.716E-9,0.00000
7.717E-9,0.00000
7.719E-9,1.995E-3
7.722E-9,4.297E-3
7.727E-9,4.297E-3
7.738E-9,4.297E-3
7.75E-9,4.297E-3
7.751E-9,4.297E-3
7.751E-9,4.297E-3
7.753E-9,4.297E-3
7.756E-9,4.297E-3
7.761E-9,4.297E-3
7.773E-9,4.297E-3
7.796E-9,4.297E-3
7.826E-9,4.297E-3
7.857E-9,4.297E-3
7.857E-9,4.297E-3
7.857E-9,4.297E-3
7.858E-9,4.297E-3
7.859E-9,4.297E-3
7.86E-9,4.297E-3
7.862E-9,8.287E-3
7.865E-9,0.01289
7.87E-9,0.01289
7.881E-9,0.01289
7.893E-9,0.01289
7.894E-9,0.01289
7.894E-9,0.01289
7.896E-9,0.01289
